geno,FD
B3701_B5502,0.888888889
B3701_B5601,0.888888889
B3801_B4402,0.888888889
B3801_B4403,0.888888889
B3801_B5001,0.888888889
B4001_B5101,0.888888889
B4002_B5401,0.888888889
B4002_B5501,0.888888889
B4002_B5502,0.888888889
B4002_B5601,0.888888889
B4201_B5201,0.888888889
B4402_B1302,0.888888889
B4402_B3507,0.888888889
B4402_B3801,0.888888889
B4402_B4501,0.888888889
B4403_B1302,0.888888889
B4403_B3507,0.888888889
B4403_B3801,0.888888889
B4403_B4501,0.888888889
B4501_B1402,0.888888889
B4501_B4402,0.888888889
B4501_B4403,0.888888889
B5001_B1302,0.888888889
B5001_B3507,0.888888889
B5001_B3801,0.888888889
B5101_B0801,0.888888889
B5101_B4001,0.888888889
B5201_B4201,0.888888889
B5401_B3701,0.888888889
B5401_B4002,0.888888889
B5501_B3701,0.888888889
B5501_B4002,0.888888889
B5502_B3701,0.888888889
B5502_B4002,0.888888889
B5601_B3701,0.888888889
B5601_B4002,0.888888889
B5701_B0702,0.888888889
B5701_B1510,0.888888889
B5701_B3503,0.888888889
B0801_B5301,0.894736842
B1302_B1801,0.894736842
B1302_B2705,0.894736842
B1302_B4006,0.894736842
B1302_B4901,0.894736842
B1402_B3701,0.894736842
B1402_B5101,0.894736842
B1801_B1302,0.894736842
B1801_B3507,0.894736842
B1801_B3801,0.894736842
B2705_B1302,0.894736842
B2705_B3507,0.894736842
B2705_B4501,0.894736842
B3507_B1801,0.894736842
B3507_B2705,0.894736842
B3507_B4006,0.894736842
B3507_B4901,0.894736842
B3507_B5802,0.894736842
B3701_B1402,0.894736842
B3701_B5001,0.894736842
B3801_B1801,0.894736842
B3801_B4006,0.894736842
B3801_B4901,0.894736842
B4001_B5301,0.894736842
B4006_B1302,0.894736842
B4006_B3507,0.894736842
B4006_B3801,0.894736842
B4201_B5701,0.894736842
B4402_B5101,0.894736842
B4403_B5101,0.894736842
B4501_B2705,0.894736842
B4501_B5802,0.894736842
B4901_B1302,0.894736842
B4901_B3507,0.894736842
B4901_B3801,0.894736842
B5001_B3701,0.894736842
B5001_B5101,0.894736842
B5101_B1402,0.894736842
B5101_B4402,0.894736842
B5101_B4403,0.894736842
B5101_B5001,0.894736842
B5301_B0801,0.894736842
B5301_B4001,0.894736842
B5701_B4201,0.894736842
B5802_B3507,0.894736842
B5802_B4501,0.894736842
B3802_B5703,0.897435897
B5703_B3802,0.897435897
B1302_B3501,0.9
B1402_B5301,0.9
B1801_B5101,0.9
B2705_B3701,0.9
B2705_B4002,0.9
B2705_B5101,0.9
B3501_B1302,0.9
B3501_B3801,0.9
B3501_B4501,0.9
B3507_B5201,0.9
B3701_B2705,0.9
B3701_B5802,0.9
B3801_B3501,0.9
B4002_B2705,0.9
B4006_B5101,0.9
B4402_B5301,0.9
B4403_B5301,0.9
B4501_B3501,0.9
B4501_B4601,0.9
B4501_B5201,0.9
B4601_B4501,0.9
B4901_B5101,0.9
B5001_B5301,0.9
B5101_B1801,0.9
B5101_B2705,0.9
B5101_B4006,0.9
B5101_B4901,0.9
B5101_B5802,0.9
B5201_B3507,0.9
B5201_B4501,0.9
B5301_B1402,0.9
B5301_B4402,0.9
B5301_B4403,0.9
B5301_B5001,0.9
B5802_B3701,0.9
B5802_B5101,0.9
B0702_B4501,0.904761905
B1302_B5701,0.904761905
B1501_B1517,0.904761905
B1502_B4001,0.904761905
B1502_B5401,0.904761905
B1502_B5501,0.904761905
B1502_B5502,0.904761905
B1502_B5601,0.904761905
B1510_B3507,0.904761905
B1510_B4501,0.904761905
B1517_B1501,0.904761905
B1801_B5301,0.904761905
B2705_B5301,0.904761905
B3501_B3701,0.904761905
B3501_B4002,0.904761905
B3503_B4501,0.904761905
B3507_B1510,0.904761905
B3701_B3501,0.904761905
B3701_B4601,0.904761905
B3701_B5201,0.904761905
B3801_B5701,0.904761905
B4001_B1502,0.904761905
B4002_B3501,0.904761905
B4002_B5201,0.904761905
B4006_B5301,0.904761905
B4501_B0702,0.904761905
B4501_B1510,0.904761905
B4501_B3503,0.904761905
B4501_B5701,0.904761905
B4601_B3701,0.904761905
B4601_B5101,0.904761905
B4901_B5301,0.904761905
B5101_B4601,0.904761905
B5201_B3701,0.904761905
B5201_B4002,0.904761905
B5301_B1801,0.904761905
B5301_B2705,0.904761905
B5301_B4006,0.904761905
B5301_B4901,0.904761905
B5301_B5802,0.904761905
B5401_B1502,0.904761905
B5501_B1502,0.904761905
B5502_B1502,0.904761905
B5601_B1502,0.904761905
B5701_B1302,0.904761905
B5701_B3801,0.904761905
B5701_B4501,0.904761905
B5802_B5301,0.904761905
B0702_B3701,0.909090909
B0704_B1501,0.909090909
B1301_B4001,0.909090909
B1301_B5401,0.909090909
B1301_B5501,0.909090909
B1301_B5502,0.909090909
B1301_B5601,0.909090909
B1501_B0704,0.909090909
B1502_B4402,0.909090909
B1502_B4403,0.909090909
B1502_B5001,0.909090909
B1510_B3701,0.909090909
B1510_B5101,0.909090909
B3503_B3701,0.909090909
B3701_B0702,0.909090909
B3701_B1510,0.909090909
B3701_B3503,0.909090909
B3701_B5701,0.909090909
B4001_B1301,0.909090909
B4001_B5801,0.909090909
B4002_B5701,0.909090909
B4201_B4501,0.909090909
B4402_B1502,0.909090909
B4403_B1502,0.909090909
B4501_B4201,0.909090909
B5001_B1502,0.909090909
B5101_B1510,0.909090909
B5101_B5701,0.909090909
B5201_B5301,0.909090909
B5301_B5201,0.909090909
B5401_B1301,0.909090909
B5401_B5801,0.909090909
B5501_B1301,0.909090909
B5501_B5801,0.909090909
B5502_B1301,0.909090909
B5502_B5801,0.909090909
B5601_B1301,0.909090909
B5601_B5801,0.909090909
B5701_B3701,0.909090909
B5701_B4002,0.909090909
B5701_B5101,0.909090909
B5801_B4001,0.909090909
B5801_B5401,0.909090909
B5801_B5501,0.909090909
B5801_B5502,0.909090909
B5801_B5601,0.909090909
B0704_B1503,0.913043478
B0801_B1501,0.913043478
B1301_B4402,0.913043478
B1301_B4403,0.913043478
B1301_B5001,0.913043478
B1501_B0801,0.913043478
B1501_B4001,0.913043478
B1501_B5401,0.913043478
B1501_B5501,0.913043478
B1501_B5502,0.913043478
B1501_B5601,0.913043478
B1502_B1801,0.913043478
B1502_B2705,0.913043478
B1502_B4006,0.913043478
B1502_B4901,0.913043478
B1503_B0704,0.913043478
B1510_B5301,0.913043478
B1801_B1502,0.913043478
B2705_B1502,0.913043478
B3701_B4201,0.913043478
B3802_B4001,0.913043478
B3802_B5401,0.913043478
B3802_B5501,0.913043478
B3802_B5502,0.913043478
B3802_B5601,0.913043478
B4001_B1501,0.913043478
B4001_B3802,0.913043478
B4006_B1502,0.913043478
B4201_B3701,0.913043478
B4402_B1301,0.913043478
B4402_B5801,0.913043478
B4403_B1301,0.913043478
B4403_B5801,0.913043478
B4901_B1502,0.913043478
B5001_B1301,0.913043478
B5001_B5801,0.913043478
B5301_B1510,0.913043478
B5401_B1501,0.913043478
B5401_B3802,0.913043478
B5501_B1501,0.913043478
B5501_B3802,0.913043478
B5502_B1501,0.913043478
B5502_B3802,0.913043478
B5601_B1501,0.913043478
B5601_B3802,0.913043478
B5801_B4402,0.913043478
B5801_B4403,0.913043478
B5801_B5001,0.913043478
B0801_B1503,0.916666667
B1301_B1801,0.916666667
B1301_B2705,0.916666667
B1301_B4006,0.916666667
B1301_B4901,0.916666667
B1302_B3507,0.916666667
B1302_B4501,0.916666667
B1402_B1501,0.916666667
B1501_B1402,0.916666667
B1501_B4402,0.916666667
B1501_B4403,0.916666667
B1501_B5001,0.916666667
B1502_B5201,0.916666667
B1503_B0801,0.916666667
B1503_B4001,0.916666667
B1503_B5401,0.916666667
B1503_B5501,0.916666667
B1503_B5502,0.916666667
B1503_B5601,0.916666667
B1801_B1301,0.916666667
B1801_B5801,0.916666667
B2705_B1301,0.916666667
B2705_B5801,0.916666667
B3507_B1302,0.916666667
B3507_B3801,0.916666667
B3507_B4501,0.916666667
B3801_B3507,0.916666667
B3801_B4501,0.916666667
B3802_B4402,0.916666667
B3802_B4403,0.916666667
B3802_B5001,0.916666667
B4001_B1503,0.916666667
B4006_B1301,0.916666667
B4006_B5801,0.916666667
B4402_B1501,0.916666667
B4402_B3802,0.916666667
B4403_B1501,0.916666667
B4403_B3802,0.916666667
B4501_B1302,0.916666667
B4501_B3507,0.916666667
B4501_B3801,0.916666667
B4901_B1301,0.916666667
B4901_B5801,0.916666667
B5001_B1501,0.916666667
B5001_B3802,0.916666667
B5201_B1502,0.916666667
B5401_B1503,0.916666667
B5501_B1503,0.916666667
B5502_B1503,0.916666667
B5601_B1503,0.916666667
B5801_B1801,0.916666667
B5801_B2705,0.916666667
B5801_B4006,0.916666667
B5801_B4901,0.916666667
B0704_B5703,0.92
B1301_B3501,0.92
B1302_B3701,0.92
B1402_B1503,0.92
B1501_B1801,0.92
B1501_B2705,0.92
B1501_B4006,0.92
B1501_B4901,0.92
B1501_B5802,0.92
B1502_B5701,0.92
B1503_B1402,0.92
B1503_B4402,0.92
B1503_B4403,0.92
B1503_B5001,0.92
B1801_B1501,0.92
B1801_B3802,0.92
B2705_B1501,0.92
B3501_B1301,0.92
B3507_B3701,0.92
B3507_B4002,0.92
B3701_B1302,0.92
B3701_B3507,0.92
B3701_B3801,0.92
B3801_B3701,0.92
B3802_B1801,0.92
B3802_B4006,0.92
B3802_B4901,0.92
B4002_B3507,0.92
B4006_B1501,0.92
B4006_B3802,0.92
B4402_B1503,0.92
B4403_B1503,0.92
B4501_B5101,0.92
B4901_B1501,0.92
B4901_B3802,0.92
B5001_B1503,0.92
B5101_B4501,0.92
B5201_B5801,0.92
B5701_B1502,0.92
B5703_B0704,0.92
B5801_B5201,0.92
B5802_B1501,0.92
B0801_B5703,0.923076923
B1301_B5701,0.923076923
B1302_B5301,0.923076923
B1503_B1801,0.923076923
B1503_B2705,0.923076923
B1503_B4006,0.923076923
B1503_B4901,0.923076923
B1503_B5802,0.923076923
B1801_B1503,0.923076923
B2705_B1503,0.923076923
B3501_B3802,0.923076923
B3701_B5101,0.923076923
B3801_B5301,0.923076923
B3802_B3501,0.923076923
B4001_B5703,0.923076923
B4002_B5101,0.923076923
B4006_B1503,0.923076923
B4501_B5301,0.923076923
B4901_B1503,0.923076923
B5101_B3701,0.923076923
B5101_B4002,0.923076923
B5301_B1302,0.923076923
B5301_B3801,0.923076923
B5301_B4501,0.923076923
B5401_B5703,0.923076923
B5501_B5703,0.923076923
B5502_B5703,0.923076923
B5601_B5703,0.923076923
B5701_B1301,0.923076923
B5703_B0801,0.923076923
B5703_B4001,0.923076923
B5703_B5401,0.923076923
B5703_B5501,0.923076923
B5703_B5502,0.923076923
B5703_B5601,0.923076923
B5802_B1503,0.923076923
B0702_B1501,0.925925926
B1402_B5703,0.925925926
B1501_B0702,0.925925926
B1501_B3503,0.925925926
B1501_B5701,0.925925926
B3503_B1501,0.925925926
B3701_B5301,0.925925926
B3802_B5701,0.925925926
B4002_B5301,0.925925926
B4402_B5703,0.925925926
B4403_B5703,0.925925926
B5001_B5703,0.925925926
B5301_B3701,0.925925926
B5301_B4002,0.925925926
B5701_B1501,0.925925926
B5701_B3802,0.925925926
B5703_B1402,0.925925926
B5703_B4402,0.925925926
B5703_B4403,0.925925926
B5703_B5001,0.925925926
B0702_B1503,0.928571429
B0704_B1517,0.928571429
B1501_B4201,0.928571429
B1502_B4501,0.928571429
B1503_B0702,0.928571429
B1503_B3503,0.928571429
B1517_B0704,0.928571429
B1801_B5703,0.928571429
B2705_B5703,0.928571429
B3503_B1503,0.928571429
B4006_B5703,0.928571429
B4201_B1501,0.928571429
B4501_B1502,0.928571429
B4901_B5703,0.928571429
B5703_B1801,0.928571429
B5703_B2705,0.928571429
B5703_B4006,0.928571429
B5703_B4901,0.928571429
B0801_B1517,0.931034483
B1301_B3507,0.931034483
B1301_B4501,0.931034483
B1502_B3701,0.931034483
B1502_B5101,0.931034483
B1503_B4201,0.931034483
B1517_B0801,0.931034483
B1517_B4001,0.931034483
B1517_B5401,0.931034483
B1517_B5501,0.931034483
B1517_B5502,0.931034483
B1517_B5601,0.931034483
B3507_B1301,0.931034483
B3701_B1502,0.931034483
B4001_B1517,0.931034483
B4201_B1503,0.931034483
B4501_B1301,0.931034483
B4501_B5801,0.931034483
B5101_B1502,0.931034483
B5201_B5703,0.931034483
B5401_B1517,0.931034483
B5501_B1517,0.931034483
B5502_B1517,0.931034483
B5601_B1517,0.931034483
B5703_B5201,0.931034483
B5801_B4501,0.931034483
B0702_B5703,0.933333333
B1301_B3701,0.933333333
B1402_B1517,0.933333333
B1501_B4501,0.933333333
B1502_B5301,0.933333333
B1510_B5703,0.933333333
B1517_B1402,0.933333333
B1517_B4402,0.933333333
B1517_B4403,0.933333333
B1517_B5001,0.933333333
B3507_B3802,0.933333333
B3701_B1301,0.933333333
B3701_B5801,0.933333333
B3802_B3507,0.933333333
B3802_B4501,0.933333333
B4402_B1517,0.933333333
B4403_B1517,0.933333333
B4501_B1501,0.933333333
B4501_B3802,0.933333333
B5001_B1517,0.933333333
B5101_B5801,0.933333333
B5301_B1502,0.933333333
B5703_B0702,0.933333333
B5703_B1510,0.933333333
B5801_B3701,0.933333333
B5801_B5101,0.933333333
B1301_B5301,0.935483871
B1501_B3701,0.935483871
B1501_B4002,0.935483871
B1501_B5101,0.935483871
B1503_B4501,0.935483871
B1517_B1801,0.935483871
B1517_B2705,0.935483871
B1517_B4006,0.935483871
B1517_B4901,0.935483871
B1801_B1517,0.935483871
B2705_B1517,0.935483871
B3701_B1501,0.935483871
B3701_B3802,0.935483871
B3802_B3701,0.935483871
B4002_B1501,0.935483871
B4006_B1517,0.935483871
B4501_B1503,0.935483871
B4901_B1517,0.935483871
B5101_B1501,0.935483871
B5301_B1301,0.935483871
B1503_B3701,0.9375
B1503_B4002,0.9375
B1503_B5101,0.9375
B1517_B3501,0.9375
B1517_B4601,0.9375
B1517_B5201,0.9375
B3501_B1517,0.9375
B3701_B1503,0.9375
B3802_B5301,0.9375
B4002_B1503,0.9375
B4601_B1517,0.9375
B5101_B1503,0.9375
B5201_B1517,0.9375
B5301_B3802,0.9375
B0702_B1517,0.939393939
B1302_B5703,0.939393939
B1510_B1517,0.939393939
B1517_B0702,0.939393939
B1517_B1510,0.939393939
B1517_B3503,0.939393939
B3503_B1517,0.939393939
B4501_B5703,0.939393939
B5703_B1302,0.939393939
B5703_B4501,0.939393939
B1517_B4201,0.941176471
B3701_B5703,0.941176471
B4002_B5703,0.941176471
B4201_B1517,0.941176471
B5703_B3701,0.941176471
B5703_B4002,0.941176471
B1302_B1517,0.944444444
B1517_B1302,0.944444444
B1517_B3507,0.944444444
B1517_B3801,0.944444444
B1517_B4501,0.944444444
B3507_B1517,0.944444444
B3801_B1517,0.944444444
B4501_B1517,0.944444444
B1517_B3701,0.945945946
B1517_B4002,0.945945946
B1517_B5101,0.945945946
B3701_B1517,0.945945946
B4002_B1517,0.945945946
B5101_B1517,0.945945946
B1301_B5703,0.947368421
B1517_B5301,0.947368421
B5301_B1517,0.947368421
B5703_B1301,0.947368421
B1502_B1517,0.95
B1517_B1502,0.95
B1301_B1517,0.951219512
B1517_B1301,0.951219512
B1517_B3802,0.952380952
B3802_B1517,0.952380952
B1503_B1517,0.953488372
B1517_B1503,0.953488372
