geno,FD
B4601_B1510,0.764705882
B4601_B5701,0.764705882
B5101_B0704,0.764705882
B5401_B3507,0.764705882
B5501_B3507,0.764705882
B5502_B3507,0.764705882
B5601_B3507,0.764705882
B5701_B4601,0.764705882
B5802_B4201,0.764705882
B1301_B1510,0.769230769
B1501_B3501,0.769230769
B1510_B1301,0.769230769
B3501_B1501,0.769230769
B3802_B4601,0.769230769
B3802_B5201,0.769230769
B4601_B3802,0.769230769
B5201_B3802,0.769230769
B1501_B5801,0.771428571
B1502_B1503,0.771428571
B1503_B1502,0.771428571
B5801_B1501,0.771428571
B0702_B1510,0.777777778
B0704_B4001,0.777777778
B0801_B4002,0.777777778
B1301_B1503,0.777777778
B1302_B1402,0.777777778
B1402_B1302,0.777777778
B1503_B1301,0.777777778
B1503_B3501,0.777777778
B1510_B0702,0.777777778
B1510_B3503,0.777777778
B3501_B1503,0.777777778
B3503_B1510,0.777777778
B4001_B0704,0.777777778
B4002_B0801,0.777777778
B1503_B3802,0.783783784
B3802_B1503,0.783783784
B1502_B3507,0.785714286
B1502_B3801,0.785714286
B1503_B1510,0.785714286
B1510_B1503,0.785714286
B3507_B1502,0.785714286
B3801_B1502,0.785714286
B1302_B5802,0.789473684
B1402_B4002,0.789473684
B1510_B4201,0.789473684
B1801_B4501,0.789473684
B2705_B3801,0.789473684
B3801_B2705,0.789473684
B3801_B5802,0.789473684
B4002_B1402,0.789473684
B4201_B1510,0.789473684
B4501_B1801,0.789473684
B5301_B5401,0.789473684
B5301_B5501,0.789473684
B5301_B5502,0.789473684
B5301_B5601,0.789473684
B5401_B5301,0.789473684
B5501_B5301,0.789473684
B5502_B5301,0.789473684
B5601_B5301,0.789473684
B5802_B1302,0.789473684
B5802_B3801,0.789473684
B3507_B5801,0.793103448
B4601_B5703,0.793103448
B5703_B4601,0.793103448
B5801_B3507,0.793103448
B0704_B1502,0.8
B0704_B4402,0.8
B0704_B4403,0.8
B0704_B5001,0.8
B0801_B4001,0.8
B0801_B5401,0.8
B0801_B5501,0.8
B0801_B5502,0.8
B0801_B5601,0.8
B1302_B1501,0.8
B1302_B4601,0.8
B1501_B1302,0.8
B1502_B0704,0.8
B3701_B4006,0.8
B4001_B0801,0.8
B4001_B5401,0.8
B4001_B5501,0.8
B4001_B5502,0.8
B4001_B5601,0.8
B4002_B5802,0.8
B4006_B3701,0.8
B4402_B0704,0.8
B4403_B0704,0.8
B4601_B1302,0.8
B5001_B0704,0.8
B5401_B0801,0.8
B5401_B4001,0.8
B5501_B0801,0.8
B5501_B4001,0.8
B5502_B0801,0.8
B5502_B4001,0.8
B5601_B0801,0.8
B5601_B4001,0.8
B5802_B4002,0.8
B1517_B5801,0.804878049
B5801_B1517,0.804878049
B1302_B1503,0.806451613
B1503_B1302,0.806451613
B0702_B1302,0.80952381
B0702_B3801,0.80952381
B0704_B1301,0.80952381
B0704_B5801,0.80952381
B0801_B1502,0.80952381
B1301_B0704,0.80952381
B1302_B0702,0.80952381
B1302_B3503,0.80952381
B1502_B0801,0.80952381
B3503_B1302,0.80952381
B3503_B3801,0.80952381
B3507_B5701,0.80952381
B3801_B0702,0.80952381
B3801_B3503,0.80952381
B4002_B4601,0.80952381
B4601_B4002,0.80952381
B5701_B3507,0.80952381
B5801_B0704,0.80952381
B0702_B4002,0.818181818
B0704_B1801,0.818181818
B0704_B2705,0.818181818
B0704_B3802,0.818181818
B0704_B4006,0.818181818
B0704_B4901,0.818181818
B0801_B1301,0.818181818
B0801_B4402,0.818181818
B0801_B4403,0.818181818
B0801_B5001,0.818181818
B0801_B5801,0.818181818
B1301_B0801,0.818181818
B1302_B4201,0.818181818
B1402_B1502,0.818181818
B1402_B4001,0.818181818
B1402_B5401,0.818181818
B1402_B5501,0.818181818
B1402_B5502,0.818181818
B1402_B5601,0.818181818
B1502_B1402,0.818181818
B1503_B5301,0.818181818
B1510_B4002,0.818181818
B1801_B0704,0.818181818
B2705_B0704,0.818181818
B3503_B4002,0.818181818
B3801_B4201,0.818181818
B3802_B0704,0.818181818
B4001_B1402,0.818181818
B4002_B0702,0.818181818
B4002_B1510,0.818181818
B4002_B3503,0.818181818
B4006_B0704,0.818181818
B4201_B1302,0.818181818
B4201_B3801,0.818181818
B4402_B0801,0.818181818
B4402_B5401,0.818181818
B4402_B5501,0.818181818
B4402_B5502,0.818181818
B4402_B5601,0.818181818
B4403_B0801,0.818181818
B4403_B5401,0.818181818
B4403_B5501,0.818181818
B4403_B5502,0.818181818
B4403_B5601,0.818181818
B4901_B0704,0.818181818
B5001_B0801,0.818181818
B5001_B5401,0.818181818
B5001_B5501,0.818181818
B5001_B5502,0.818181818
B5001_B5601,0.818181818
B5301_B1503,0.818181818
B5401_B1402,0.818181818
B5401_B4402,0.818181818
B5401_B4403,0.818181818
B5401_B5001,0.818181818
B5501_B1402,0.818181818
B5501_B4402,0.818181818
B5501_B4403,0.818181818
B5501_B5001,0.818181818
B5502_B1402,0.818181818
B5502_B4402,0.818181818
B5502_B4403,0.818181818
B5502_B5001,0.818181818
B5601_B1402,0.818181818
B5601_B4402,0.818181818
B5601_B4403,0.818181818
B5601_B5001,0.818181818
B5801_B0801,0.818181818
B1502_B3802,0.823529412
B3802_B1502,0.823529412
B0801_B3802,0.826086957
B1301_B1402,0.826086957
B1402_B1301,0.826086957
B1402_B5801,0.826086957
B1502_B5802,0.826086957
B3802_B0801,0.826086957
B4002_B4201,0.826086957
B4201_B4002,0.826086957
B5801_B1402,0.826086957
B5802_B1502,0.826086957
B5301_B5703,0.828571429
B5703_B5301,0.828571429
B0704_B5201,0.833333333
B0801_B1801,0.833333333
B0801_B2705,0.833333333
B0801_B4006,0.833333333
B0801_B4901,0.833333333
B1301_B5802,0.833333333
B1402_B4402,0.833333333
B1402_B4403,0.833333333
B1402_B5001,0.833333333
B1501_B3802,0.833333333
B1502_B3501,0.833333333
B1503_B5801,0.833333333
B1801_B0801,0.833333333
B1801_B5401,0.833333333
B1801_B5501,0.833333333
B1801_B5502,0.833333333
B1801_B5601,0.833333333
B2705_B0801,0.833333333
B2705_B4001,0.833333333
B2705_B5401,0.833333333
B2705_B5501,0.833333333
B2705_B5502,0.833333333
B2705_B5601,0.833333333
B3501_B1502,0.833333333
B3802_B1501,0.833333333
B4001_B2705,0.833333333
B4001_B5802,0.833333333
B4006_B0801,0.833333333
B4402_B1402,0.833333333
B4403_B1402,0.833333333
B4901_B0801,0.833333333
B4901_B5401,0.833333333
B4901_B5501,0.833333333
B4901_B5502,0.833333333
B4901_B5601,0.833333333
B5001_B1402,0.833333333
B5201_B0704,0.833333333
B5401_B1801,0.833333333
B5401_B2705,0.833333333
B5401_B4901,0.833333333
B5401_B5802,0.833333333
B5501_B1801,0.833333333
B5501_B2705,0.833333333
B5501_B4901,0.833333333
B5501_B5802,0.833333333
B5502_B1801,0.833333333
B5502_B2705,0.833333333
B5502_B4901,0.833333333
B5502_B5802,0.833333333
B5601_B1801,0.833333333
B5601_B2705,0.833333333
B5601_B4901,0.833333333
B5601_B5802,0.833333333
B5801_B1503,0.833333333
B5802_B1301,0.833333333
B5802_B4001,0.833333333
B5802_B5401,0.833333333
B5802_B5501,0.833333333
B5802_B5502,0.833333333
B5802_B5601,0.833333333
B1502_B5703,0.837837838
B5703_B1502,0.837837838
B0702_B1502,0.84
B1301_B4601,0.84
B1302_B4002,0.84
B1502_B0702,0.84
B1502_B1510,0.84
B1502_B3503,0.84
B1510_B1502,0.84
B2705_B3802,0.84
B3501_B5801,0.84
B3503_B1502,0.84
B3507_B5101,0.84
B3701_B4501,0.84
B3801_B4002,0.84
B3801_B5101,0.84
B3802_B2705,0.84
B3802_B5802,0.84
B4002_B1302,0.84
B4002_B3801,0.84
B4501_B3701,0.84
B4601_B1301,0.84
B5101_B3507,0.84
B5101_B3801,0.84
B5801_B3501,0.84
B5802_B3802,0.84
B0702_B1301,0.846153846
B0702_B5801,0.846153846
B0704_B5701,0.846153846
B0801_B3501,0.846153846
B0801_B5201,0.846153846
B1301_B0702,0.846153846
B1301_B3503,0.846153846
B1402_B1801,0.846153846
B1402_B4006,0.846153846
B1402_B4901,0.846153846
B1501_B5201,0.846153846
B1501_B5703,0.846153846
B1502_B4201,0.846153846
B1510_B5801,0.846153846
B1801_B1402,0.846153846
B1801_B5001,0.846153846
B2705_B4402,0.846153846
B2705_B4403,0.846153846
B2705_B5001,0.846153846
B3501_B0801,0.846153846
B3501_B4001,0.846153846
B3503_B1301,0.846153846
B3503_B5801,0.846153846
B4001_B3501,0.846153846
B4001_B4601,0.846153846
B4001_B5201,0.846153846
B4006_B1402,0.846153846
B4201_B1502,0.846153846
B4402_B2705,0.846153846
B4402_B5802,0.846153846
B4403_B2705,0.846153846
B4403_B5802,0.846153846
B4601_B4001,0.846153846
B4601_B5401,0.846153846
B4601_B5501,0.846153846
B4601_B5502,0.846153846
B4601_B5601,0.846153846
B4901_B1402,0.846153846
B5001_B1801,0.846153846
B5001_B2705,0.846153846
B5001_B5802,0.846153846
B5201_B0801,0.846153846
B5201_B1501,0.846153846
B5201_B4001,0.846153846
B5201_B5401,0.846153846
B5201_B5501,0.846153846
B5201_B5502,0.846153846
B5201_B5601,0.846153846
B5401_B4601,0.846153846
B5401_B5201,0.846153846
B5501_B4601,0.846153846
B5501_B5201,0.846153846
B5502_B4601,0.846153846
B5502_B5201,0.846153846
B5601_B4601,0.846153846
B5601_B5201,0.846153846
B5701_B0704,0.846153846
B5703_B1501,0.846153846
B5801_B0702,0.846153846
B5801_B1510,0.846153846
B5801_B3503,0.846153846
B5802_B4402,0.846153846
B5802_B4403,0.846153846
B5802_B5001,0.846153846
B1503_B5703,0.85
B5703_B1503,0.85
B0702_B3802,0.851851852
B1301_B4201,0.851851852
B1501_B1510,0.851851852
B1503_B5201,0.851851852
B1510_B1501,0.851851852
B3503_B3802,0.851851852
B3802_B0702,0.851851852
B3802_B3503,0.851851852
B4201_B1301,0.851851852
B4201_B5801,0.851851852
B5201_B1503,0.851851852
B5801_B4201,0.851851852
B0702_B4001,0.857142857
B0801_B5701,0.857142857
B1302_B1502,0.857142857
B1402_B3501,0.857142857
B1402_B5201,0.857142857
B1502_B1302,0.857142857
B1503_B5701,0.857142857
B1510_B4001,0.857142857
B1510_B5401,0.857142857
B1510_B5501,0.857142857
B1510_B5502,0.857142857
B1510_B5601,0.857142857
B1801_B2705,0.857142857
B1801_B5802,0.857142857
B2705_B1801,0.857142857
B2705_B4006,0.857142857
B2705_B4901,0.857142857
B2705_B5802,0.857142857
B3501_B1402,0.857142857
B3501_B4402,0.857142857
B3501_B4403,0.857142857
B3501_B5001,0.857142857
B3503_B4001,0.857142857
B3802_B4201,0.857142857
B4001_B0702,0.857142857
B4001_B1510,0.857142857
B4001_B3503,0.857142857
B4001_B5701,0.857142857
B4006_B2705,0.857142857
B4006_B5802,0.857142857
B4201_B3802,0.857142857
B4402_B3501,0.857142857
B4402_B4601,0.857142857
B4402_B5201,0.857142857
B4403_B3501,0.857142857
B4403_B4601,0.857142857
B4403_B5201,0.857142857
B4601_B4402,0.857142857
B4601_B4403,0.857142857
B4601_B5001,0.857142857
B4901_B2705,0.857142857
B4901_B5802,0.857142857
B5001_B3501,0.857142857
B5001_B4601,0.857142857
B5001_B5201,0.857142857
B5201_B1402,0.857142857
B5201_B4402,0.857142857
B5201_B4403,0.857142857
B5201_B5001,0.857142857
B5401_B1510,0.857142857
B5401_B5701,0.857142857
B5501_B1510,0.857142857
B5501_B5701,0.857142857
B5502_B1510,0.857142857
B5502_B5701,0.857142857
B5601_B1510,0.857142857
B5601_B5701,0.857142857
B5701_B0801,0.857142857
B5701_B1503,0.857142857
B5701_B4001,0.857142857
B5701_B5401,0.857142857
B5701_B5501,0.857142857
B5701_B5502,0.857142857
B5701_B5601,0.857142857
B5802_B1801,0.857142857
B5802_B2705,0.857142857
B5802_B4006,0.857142857
B5802_B4901,0.857142857
B1302_B5801,0.862068966
B1502_B4002,0.862068966
B3501_B5703,0.862068966
B3801_B5801,0.862068966
B4002_B1502,0.862068966
B5703_B3501,0.862068966
B5801_B1302,0.862068966
B5801_B3801,0.862068966
B0702_B4402,0.866666667
B0702_B4403,0.866666667
B0702_B5001,0.866666667
B1301_B4002,0.866666667
B1301_B5101,0.866666667
B1402_B5701,0.866666667
B1510_B4402,0.866666667
B1510_B4403,0.866666667
B1510_B5001,0.866666667
B1801_B3501,0.866666667
B1801_B4601,0.866666667
B1801_B5201,0.866666667
B2705_B3501,0.866666667
B2705_B4601,0.866666667
B2705_B5201,0.866666667
B3501_B1801,0.866666667
B3501_B2705,0.866666667
B3501_B4006,0.866666667
B3501_B4901,0.866666667
B3501_B5802,0.866666667
B3503_B4402,0.866666667
B3503_B4403,0.866666667
B3503_B5001,0.866666667
B3503_B5703,0.866666667
B4001_B4201,0.866666667
B4002_B1301,0.866666667
B4002_B5801,0.866666667
B4006_B3501,0.866666667
B4006_B4601,0.866666667
B4006_B5201,0.866666667
B4201_B4001,0.866666667
B4402_B0702,0.866666667
B4402_B1510,0.866666667
B4402_B3503,0.866666667
B4402_B5701,0.866666667
B4403_B0702,0.866666667
B4403_B1510,0.866666667
B4403_B3503,0.866666667
B4403_B5701,0.866666667
B4601_B1801,0.866666667
B4601_B2705,0.866666667
B4601_B4006,0.866666667
B4601_B4901,0.866666667
B4901_B3501,0.866666667
B4901_B4601,0.866666667
B4901_B5201,0.866666667
B5001_B0702,0.866666667
B5001_B1510,0.866666667
B5001_B3503,0.866666667
B5001_B5701,0.866666667
B5101_B1301,0.866666667
B5201_B1801,0.866666667
B5201_B2705,0.866666667
B5201_B4006,0.866666667
B5201_B4901,0.866666667
B5201_B5802,0.866666667
B5701_B1402,0.866666667
B5701_B4402,0.866666667
B5701_B4403,0.866666667
B5701_B5001,0.866666667
B5703_B3503,0.866666667
B5801_B4002,0.866666667
B5802_B3501,0.866666667
B5802_B5201,0.866666667
B3802_B4002,0.870967742
B3802_B5101,0.870967742
B4002_B3802,0.870967742
B4201_B5703,0.870967742
B5101_B3802,0.870967742
B5703_B4201,0.870967742
B0702_B1801,0.875
B0702_B2705,0.875
B0702_B4006,0.875
B0702_B4901,0.875
B0704_B4501,0.875
B1501_B5301,0.875
B1510_B1801,0.875
B1510_B2705,0.875
B1510_B4006,0.875
B1510_B4901,0.875
B1801_B0702,0.875
B1801_B1510,0.875
B1801_B3503,0.875
B1801_B5701,0.875
B2705_B0702,0.875
B2705_B1510,0.875
B2705_B3503,0.875
B2705_B5701,0.875
B3501_B5201,0.875
B3503_B1801,0.875
B3503_B2705,0.875
B3503_B4006,0.875
B3503_B4901,0.875
B4006_B0702,0.875
B4006_B1510,0.875
B4006_B3503,0.875
B4006_B5701,0.875
B4201_B4402,0.875
B4201_B4403,0.875
B4201_B5001,0.875
B4402_B4201,0.875
B4403_B4201,0.875
B4501_B0704,0.875
B4601_B5201,0.875
B4901_B0702,0.875
B4901_B1510,0.875
B4901_B3503,0.875
B4901_B5701,0.875
B5001_B4201,0.875
B5201_B3501,0.875
B5201_B4601,0.875
B5301_B1501,0.875
B5701_B1801,0.875
B5701_B2705,0.875
B5701_B4006,0.875
B5701_B4901,0.875
B1517_B5701,0.878787879
B3507_B5703,0.878787879
B3801_B5703,0.878787879
B5701_B1517,0.878787879
B5703_B3507,0.878787879
B5703_B3801,0.878787879
B0702_B5201,0.882352941
B0704_B3701,0.882352941
B0801_B3507,0.882352941
B0801_B4501,0.882352941
B1301_B5801,0.882352941
B1302_B4001,0.882352941
B1302_B5401,0.882352941
B1302_B5501,0.882352941
B1302_B5502,0.882352941
B1302_B5601,0.882352941
B1510_B3501,0.882352941
B1510_B5201,0.882352941
B1801_B4201,0.882352941
B2705_B4201,0.882352941
B3501_B1510,0.882352941
B3501_B5701,0.882352941
B3503_B5201,0.882352941
B3507_B0801,0.882352941
B3507_B4001,0.882352941
B3701_B0704,0.882352941
B3801_B4001,0.882352941
B3801_B5401,0.882352941
B3801_B5501,0.882352941
B3801_B5502,0.882352941
B3801_B5601,0.882352941
B4001_B1302,0.882352941
B4001_B3507,0.882352941
B4001_B3801,0.882352941
B4006_B4201,0.882352941
B4201_B1801,0.882352941
B4201_B2705,0.882352941
B4201_B4006,0.882352941
B4201_B4901,0.882352941
B4501_B0801,0.882352941
B4501_B5401,0.882352941
B4501_B5501,0.882352941
B4501_B5502,0.882352941
B4501_B5601,0.882352941
B4901_B4201,0.882352941
B5101_B5703,0.882352941
B5201_B0702,0.882352941
B5201_B1510,0.882352941
B5201_B3503,0.882352941
B5201_B5701,0.882352941
B5401_B1302,0.882352941
B5401_B3801,0.882352941
B5401_B4501,0.882352941
B5501_B1302,0.882352941
B5501_B3801,0.882352941
B5501_B4501,0.882352941
B5502_B1302,0.882352941
B5502_B3801,0.882352941
B5502_B4501,0.882352941
B5601_B1302,0.882352941
B5601_B3801,0.882352941
B5601_B4501,0.882352941
B5701_B3501,0.882352941
B5701_B5201,0.882352941
B5703_B5101,0.882352941
B5801_B1301,0.882352941
B3802_B5801,0.885714286
B5801_B3802,0.885714286
B0702_B5701,0.888888889
B0801_B3701,0.888888889
B0801_B5101,0.888888889
B1302_B4402,0.888888889
B1302_B4403,0.888888889
B1302_B5001,0.888888889
B1402_B3507,0.888888889
B1402_B4501,0.888888889
B1510_B5701,0.888888889
B3503_B5701,0.888888889
B3507_B1402,0.888888889
B3507_B4402,0.888888889
B3507_B4403,0.888888889
B3507_B5001,0.888888889
B3701_B0801,0.888888889
B3701_B5401,0.888888889
B3701_B5501,0.888888889
